Name,Version,Need Pedigree Review,Reason,Review Level,License Types,Declared License,License Status,Path
tweetnacl,0.14.5,false,Previously pedigree reviewed,2,Public Domain X11,,Approved,tweetnacl
type-is,1.6.18,false,Exempt - Version closely related to 1.6.16,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/type-is
typedarray,0.0.6,false,Previously pedigree reviewed,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,typedarray
union-value,1.0.1,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,union-value
uniq,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,uniq
unique-filename,1.1.1,false,Exempt - Version closely related to 1.1.0,2,ISC,ISC,Approved,unique-filename
unique-slug,2.0.2,false,Exempt - Version closely related to 2.0.0,2,ISC,ISC,Approved,unique-slug
universalify,0.1.2,false,Exempt - Version closely related to 0.1.0,2,MIT,MIT,Approved,universalify
unpipe,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/unpipe
unset-value,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,unset-value
upath,1.2.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,upath
uri-js,4.2.2,false,Previously pedigree reviewed,2,BSD-2-Clause,BSD-2-Clause,Approved,uri-js
urix,0.1.0,false,Previously pedigree reviewed,2,MIT X11,MIT,Approved,urix
url,0.10.3,false,Exempt - Expected license matched,2,MIT,MIT,Approved,url
url,0.11.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,node-libs-browser/node_modules/url
url-parse,1.4.7,false,Exempt - Version closely related to 1.4.3,2,MIT,MIT,Approved,url-parse
use,3.1.1,false,Exempt - Version closely related to 3.1.0,2,MIT,MIT,Approved,use
util,0.10.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,assert/node_modules/util
util,0.11.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,util
util-deprecate,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fsevents/node_modules/util-deprecate
util.promisify,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,util.promisify
utils-merge,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/utils-merge
uuid,3.3.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,uuid
uuid,3.3.3,false,Exempt - Version closely related to 3.3.2,2,MIT,MIT,Approved,@kui-shell/core/node_modules/uuid
v8-compile-cache,2.0.3,false,Exempt - Version closely related to 2.0.2,2,MIT,MIT,Approved,v8-compile-cache
vary,1.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/vary
verror,1.10.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,verror
vm-browserify,1.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,vm-browserify
warning,3.0.0,false,Previously pedigree reviewed,2,BSD-3-Clause UNKNOWN,BSD-3-Clause,Needs Review,warning
watchpack,1.6.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,watchpack
wbuf,1.7.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,wbuf
wcwidth,1.0.1,false,Exempt - Version closely related to 1.0.0,2,MIT,MIT,Approved,wcwidth
webpack,4.40.2,true,New version and not exempt,,MIT,MIT,Approved,webpack
webpack-cli,3.3.9,false,Exempt - Version closely related to 3.3.5,2,MIT,MIT,Approved,webpack-cli
webpack-dev-middleware,3.7.2,false,Exempt - Version closely related to 3.7.0,2,MIT,MIT,Approved,webpack-dev-middleware
webpack-dev-server,3.8.2,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack-dev-server
webpack-log,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-log
webpack-sources,1.4.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-sources
websocket-driver,0.7.3,false,Exempt - Version closely related to 0.7.0,2,Apache-2.0,Apache-2.0,Approved,websocket-driver
websocket-extensions,0.1.3,false,Exempt - Version closely related to 0.1.1,2,MIT,MIT,Approved,websocket-extensions
when,3.7.8,true,New version and not exempt,,MIT UNKNOWN,MIT,Needs Review,when
which,1.3.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,which
which-module,2.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,which-module
which-pm-runs,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,which-pm-runs
wide-align,1.1.3,false,Exempt - Version closely related to 1.1.0,2,ISC,ISC,Approved,fsevents/node_modules/wide-align
window-or-global,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,window-or-global
window-size,0.1.4,false,Exempt - Version closely related to 0.1.2,2,MIT,MIT,Approved,window-size
worker-farm,1.7.0,false,Previously pedigree reviewed,2,MIT UNKNOWN,MIT,Needs Review,worker-farm
wrap-ansi,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,wrap-ansi
wrap-ansi,5.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack-cli/node_modules/wrap-ansi
wrappy,1.0.2,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/wrappy
ws,6.2.1,false,Exempt - Version closely related to 6.2.0,2,MIT,MIT,Approved,webpack-dev-server/node_modules/ws
ws,7.1.2,false,Exempt - Version closely related to 7.1.1,2,MIT,MIT,Approved,ws
xml2js,0.4.22,false,Exempt - Version closely related to 0.4.19,2,MIT,MIT,Approved,xml2js
xmlbuilder,10.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,xmlbuilder
xmlbuilder,11.0.1,false,Exempt - Expected license matched,2,MIT,MIT,Approved,xml2js/node_modules/xmlbuilder
xtend,4.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,xtend
xterm,3.14.5,true,New version and not exempt,,CC-BY-3.0 MIT X11,MIT,Needs Legal Approval,xterm
xterm.attach,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/attach
xterm.fit,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/fit
xterm.fullscreen,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/fullscreen
xterm.search,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/search
xterm.terminado,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/terminado
xterm.weblinks,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/webLinks
xterm.zmodem,unknown,true,New package and not exempt,,,,No license information available,xterm/src/addons/zmodem
y18n,3.2.1,false,Exempt - Version closely related to 3.2.0,2,ISC,ISC,Approved,y18n
y18n,4.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,cacache/node_modules/y18n
yallist,3.0.3,false,Exempt - Version closely related to 3.0.2,2,ISC,ISC,Approved,fsevents/node_modules/yallist
yallist,3.1.1,false,Exempt - Expected license matched,2,ISC,ISC,Approved,yallist
yargs,12.0.5,false,Exempt - Version closely related to 12.0.1,2,MIT UNKNOWN X11,MIT,Needs Review,webpack-dev-server/node_modules/yargs
yargs,13.2.4,true,New version and not exempt,,MIT UNKNOWN X11,MIT,Needs Review,webpack-cli/node_modules/yargs
yargs,3.32.0,false,Previously pedigree reviewed,2,UNKNOWN X11,MIT,Needs Review,yargs
yargs-parser,11.1.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,webpack-dev-server/node_modules/yargs-parser
yargs-parser,13.1.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,webpack-cli/node_modules/yargs-parser
yargs-parser,14.0.0,true,New version and not exempt,,ISC,ISC,Approved,yargs-parser
yauzl,2.4.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,yauzl
